Fuel Type Code	Station Name	Street Address	Intersection Directions	City	State	ZIP	Plus4	Station Phone	Status Code	Expected Date	Groups With Access Code	Access Days Time	Cards Accepted	BD Blends	NG Fill Type Code	NG PSI	EV Level1 EVSE Num	EV Level2 EVSE Num	EV DC Fast Count	EV Other Info	EV Network	EV Network Web	Geocode Status	Latitude	Longitude	Date Last Confirmed	ID	Updated At	Owner Type Code	Federal Agency ID	Federal Agency Name	Open Date	Hydrogen Status Link	NG Vehicle Class	LPG Primary	E85 Blender Pump	EV Connector Types	Country	Intersection Directions (French)	Access Days Time (French)	BD Blends (French)	Groups With Access Code (French)	Hydrogen Is Retail	Access Code	Access Detail Code	Federal Agency Code
ELEC	JACK MATIA	823 Leona St	SHOP01	Elyria	OH	44035		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	41.403225	-82.122511	3/18/19	104901	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	LAKEWOOD	14821 Detroit Ave	DOWNTOWN; Near City Center Park	Lakewood	OH	44107		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	41.4847818	-81.8002444	3/18/19	105422	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	CLASSIC HONDA	900 Classic Dr	"SHOP 01; Service bay
SHOP 02; Wall charger"	Streetsboro	OH	44241		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	200-9	41.24734	-81.362071	3/18/19	105465	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	CRAAPOOLCARS	4600 International Gateway	LONGTERMPARKING; Long Term Parking Garage: Level 5-Row C	Columbus	OH	43219		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9980338	-82.8867096	3/18/19	105506	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	BMW CLEVELAND	6137 Kruse Dr	STATION01 LRSOL; Left of Service Entrance	Solon	OH	44139		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	41.393501	-81.4416585	3/18/19	105512	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	CARCHARGING	6266 Gender Rd	WALGREENS #7524; Station is located to the right of the store entrance.	Canal Winchester	OH	43110		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	39.8533821	-82.8276215	3/18/19	105528	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	SPPLUS	1125 Rail St	"GVY NORTH 01; G8 level P2 - Monthly Parkers Only
GVY NORTH 02; G8 level P2 - Monthly Parkers Only"	Columbus	OH	43212		888-758-4389	E		Public	24 hours daily						4			ChargePoint Network	http://www.chargepoint.com/	200-9	39.982695	-83.026388	3/18/19	105536	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	SPPLUS	44 E Chestnut St	CHESTNUT 01; -	Columbus	OH	43215		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.9680633	-83.0006576	3/18/19	105537	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	SPPLUS	300 Neil Ave	"NEIL GARAGE 1
NEIL GARAGE 2; Level P2"	Columbus	OH	43215		888-758-4389	E		Public	24 hours daily						4			ChargePoint Network	http://www.chargepoint.com/	200-9	39.967222	-83.009414	3/18/19	105538	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	SPPLUS	445 N Front St	"ARENACROSSING 1; P3 - Monthly Parkers Only
ARENACROSSING 2; Arena Crossing parking garage - Monthly Parkers Only"	Columbus	OH	43215		888-758-4389	E		Public	24 hours daily						4			ChargePoint Network	http://www.chargepoint.com/	200-9	39.971205	-83.004853	3/18/19	105539	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	SPPLUS	355 John H McConnell Blvd	"JMG 1; -
JMG 2; -"	Columbus	OH	43215		888-758-4389	E		Public	24 hours daily						4			ChargePoint Network	http://www.chargepoint.com/	200-9	39.969309	-83.008107	3/18/19	105540	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	Papa Joe's - Tesla Destination	1561 Akron Peninsula Rd		Akron	OH	44313		330-923-7999  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.137718	-81.546826	1/10/19	115253	2019-01-17 00:33:46 UTC	P			5/22/14					TESLA	US				Public		public		
ELEC	DoubleTree - Hotel Akron - Tesla Destination	3150 W Market St		Akron	OH	44333		330-869-9000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.130345	-81.615256	1/10/19	115254	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Hilton - Akron - Tesla Destination	3180 W Market St		Akron	OH	44333		330-867-5000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see valet for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.130844	-81.616333	1/10/19	115255	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Courtyard Marriott - Tesla Destination	41 Furnace St		Akron	OH	44308		330-252-9228  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.088525	-81.51498	1/10/19	115256	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Embassy Suites - Akron - Tesla Destination	7883 Freedom Ave NW		Akron	OH	44720		330-305-0500  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.895596	-81.429158	1/10/19	115257	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Walden Inn - Tesla Destination	1119 Aurora Hudson Rd		Aurora	OH	44202		330-562-5508  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.287441	-81.360783	1/10/19	115258	2019-01-17 00:33:46 UTC	P			3/1/17					TESLA	US				Public		public		
ELEC	Hampton Inn - Tesla Destination	2900 GH Dr		Austinburg	OH	44010		440-275-2000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-8	41.784068	-80.857014	1/10/19	115259	2019-01-17 00:33:46 UTC	P			8/15/16					TESLA	US				Public		public		
ELEC	Riverside Gables Bed & Breakfast - Tesla Destination	50 N Rocky River Dr		Berea	OH	44017		440-973-7026  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.370418	-81.854663	1/10/19	115260	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Bexley Bed & Breakfast - Tesla Destination	519 S Drexel Ave		Bexley	OH	43209		614-203-7558  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.958285	-82.93829	1/10/19	115261	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Wingate by Wyndham - Cincinnati-Blue Ash - Tesla Destination	4320 Glendale Milford Rd		Blue Ash	OH	45242		513-733-1142  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	39.252391	-84.388993	1/10/19	115262	2019-01-17 00:33:46 UTC	P			11/1/16					TESLA	US				Public		public		
ELEC	Fairfield Inn & Suites - Canton South - Tesla Destination	4025 Greentree Ave SW		Canton	OH	44706		330-484-0300  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.752333	-81.402893	1/10/19	115263	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	MadTree Brewing - Tesla Destination	3301 Madison Rd		Cincinnati	OH	45209		513-836-8733  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						3			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.15596	-84.424839	1/10/19	115264	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Hilton - Cincinnati Netherland Plaza - Tesla Destination	35 W 5th St		Cincinnati	OH	45202		513-421-9100  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.100777	-84.513825	1/10/19	115265	2019-01-17 00:33:46 UTC	P			5/1/15					TESLA	US				Public		public		
ELEC	Envision Cinemas Bar & Grille - Tesla Destination	4780 Cornell Rd		Cincinnati	OH	45241		513-421-3000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.270778	-84.373511	1/10/19	115266	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	21c Hotel - Cincinnati - Tesla Destination	609 Walnut St		Cincinnati	OH	45202		513-578-6600  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.103113	-84.511944	1/10/19	115267	2019-01-17 00:33:46 UTC	P			10/1/14					TESLA	US				Public		public		
ELEC	SpringHill Suites - Cincinnati Midtown - Tesla Destination	610 Eden Park Dr		Cincinnati	OH	45202		513-381-8300  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.118813	-84.498044	1/10/19	115268	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Meier's Wine Cellars - Tesla Destination	6955 Plainfield Rd		Cincinnati	OH	45236		513-891-2900  877-798-3752	E		Public - Call ahead	24 hours daily; for Tesla use only; for customer use only 						3			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.195705	-84.400902	1/10/19	115269	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public - Appeler à l'avance		public	CALL	
ELEC	Mariemont Promenade - Tesla Destination	7257 Wooster Pike 		Cincinnati	OH	45227		513-340-7200  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.143462	-84.365399	1/10/19	115270	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Shooters on the Water - Tesla Destination	1148 Main Ave		Cleveland	OH	44113		216-861-6900  877-798-3752	E		Public	24 hours daily; for Tesla use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.496795	-81.706202	1/10/19	115271	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	The Ritz-Carlton - Cleveland - Tesla Destination	1515 W Third St		Cleveland	OH	44113		216-623-1300  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see valet for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.497727	-81.694904	1/10/19	115272	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Great Lakes Science Center - Parking Garage Level 1 - Tesla Destination	601 Erieside Ave		Cleveland	OH	44114		216-694-2000  877-798-3752	E		Public	24 hours daily; for Tesla use only; pay lot 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.507285	-81.696636	1/10/19	115273	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Neil Avenue Bed & Breakfast - Tesla Destination	1237 Neil Ave		Columbus	OH	43201		614-670-5075  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.986704	-83.01318	1/10/19	115274	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	SpringHill Suites - Columbus OSU - Tesla Destination	1421 Olentangy River Rd		Columbus	OH	43212		614-297-9912  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.988922	-83.026234	1/10/19	115275	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Four Points by Sheraton - Columbus Ohio Airport - Tesla Destination	3030 Plaza Properties Blvd		Columbus	OH	43219		614-475-8383  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.002828	-82.928085	1/10/19	115276	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Residence Inn - Columbus University - Tesla Destination	3100 Olentangy River Rd 		Columbus	OH	43202		614-261-7994  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.023874	-83.025295	1/10/19	115277	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	OhioHealth Riverside Hospital - Visitor's Lot - Tesla Destination	3535 Olentangy River Rd		Columbus	OH	43214		614-566-5000  877-798-3752	E		Public	24 hours daily; for Tesla use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.031897	-83.031483	1/10/19	115278	2019-01-17 00:33:46 UTC	P			2/1/18					TESLA	US				Public		public		
ELEC	Residence Inn - Columbus Downtown - Tesla Destination	36 E Gay St		Columbus	OH	43215		614-222-2610  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.964111	-82.999849	1/10/19	115279	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Hilton - Columbus at Easton - Tesla Destination	3900 Chagrin Dr 		Columbus	OH	43219		614-414-5000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						1			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.048975	-82.912969	1/10/19	115280	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Hilton - Columbus Downtown - Tesla Destination	401 N High St		Columbus	OH	43215		614-384-8600  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see valet for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.970589	-83.002668	1/10/19	115281	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Holiday Inn Columbus - Hilliard - Tesla Destination	5495 Maxwell Pl		Columbus	OH	43228		614-335-1150  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						3			Tesla Destination	https://www.tesla.com/destination-charging	200-8	39.979068	-83.145646	1/10/19	115282	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	The Timbrook Guesthouse - Tesla Destination	5811 Olentangy River Rd		Columbus	OH	43235		419-560-3263  877-798-3752	E		Public - Call ahead	24 hours daily; for Tesla use only; for customer use only 						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.079039	-83.039489	1/10/19	115283	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public - Appeler à l'avance		public	CALL	
ELEC	Hampton Inn & Suites - Scioto Downs - Tesla Destination	5950 S High St		Columbus	OH	43137		614-491-3800  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						3			Tesla Destination	https://www.tesla.com/destination-charging	200-8	39.852042	-83.002332	1/10/19	115284	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Hyatt Place - Columbus - Tesla Destination	7490 Vantage Dr		Columbus	OH	43235		614-846-4355  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.115975	-83.014386	1/10/19	115285	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Four Points by Sheraton - Columbus - Polaris - Tesla Destination	8505 Pulsar Pl		Columbus	OH	43240		614-844-5888  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.141163	-82.967011	1/10/19	115286	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Cambria Hotel & Suites - Columbus - Tesla Destination	9100 Lyra Dr		Columbus	OH	43240		330-841-9100  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.148309	-82.974916	1/10/19	115287	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Holiday Inn Columbus - Downtown - Tesla Destination	175 E Town St		Columbus 	OH	43215		614-221-3281  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	39.959201	-82.995093	1/10/19	115288	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Best Western Plus - West Akron Inn & Suites - Tesla Destination	160 Montrose W Ave		Copley	OH	44321		330-670-0888  877-798-3752	E		Public	24 hours daily; for Tesla use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.129989	-81.654011	1/10/19	115289	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Sheraton Suites - Akron Cuyahoga Falls - Tesla Destination	1989 Front St		Cuyahoga Falls	OH	44221		330-929-3000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						4			Tesla Destination	https://www.tesla.com/destination-charging	200-8	41.133585	-81.483025	1/10/19	115290	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	The White Oak Inn - Tesla Destination	29683 Walhonding Rd		Danville	OH	43014		740-599-6107  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.382835	-82.211601	1/10/19	115291	2019-01-17 00:33:46 UTC	P			3/1/15					TESLA	US				Public		public		
ELEC	Marriott - University of Dayton - Tesla Destination	1414 S Paterson Blvd 		Dayton	OH	45409		937-223-1000  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-8	39.736943	-84.192629	1/10/19	115292	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Courtyard Marriott - University of Dayton - Tesla Destination	2006 S Edwin C Moses Blvd		Dayton	OH	45417		937-220-9060  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.732437	-84.202468	1/10/19	115293	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Dorothy Lane Market - Oakwood - Tesla Destination	2710 Far Hills Ave		Dayton	OH	45419		937-299-3561  877-798-3752	E		Public	24 hours daily; for Tesla use only 						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.706397	-84.170406	1/10/19	115294	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Dorothy Lane Market - Washington Square - Tesla Destination	6177 Far Hills Ave		Dayton	OH	45459		937-434-1294  877-798-3752	E		Public	24 hours daily; for Tesla use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	39.656374	-84.157528	1/10/19	115295	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Home2 Suites - Dayton Vandalia - Tesla Destination	6615 Towne Center Dr		Dayton	OH	45414		937-949-6200  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						3			Tesla Destination	https://www.tesla.com/destination-charging	GPS	39.84309838	-84.19589079	1/10/19	115296	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Whispering Pines Bed & Breakfast - Tesla Destination	1268 Magnolia Rd SW		Dellroy	OH	44620		330-735-2824  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.555136	-81.236136	1/10/19	115297	2019-01-17 00:33:46 UTC	P			5/1/15					TESLA	US				Public		public		
ELEC	The Inn at Dresden - Tesla Destination	209 Ames Dr		Dresden	OH	43821		773-564-9568  877-798-3752	E		Public - Call ahead	24 hours daily; for Tesla use only; for customer use only 						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.120856	-82.02291	1/10/19	115298	2019-01-17 00:33:46 UTC	P			5/1/15					TESLA	US				Public - Appeler à l'avance		public	CALL	
ELEC	Kenyon Inn & Restaurant - Tesla Destination	100 W Wiggin St		Gambier	OH	43022		740-427-2202  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						3			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.376312	-82.397658	1/10/19	115299	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	The Lodge and Conference Center at Geneva - Tesla Destination	4888 N Boadway		Geneva	OH	44041		440-466-7100  877-798-3752	E		Public - Call ahead	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.857425	-80.966188	1/10/19	115300	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public - Appeler à l'avance		public	CALL	
ELEC	Best Western - Executive Inn - Tesla Destination	4026 Jackpot Rd		Grove City	OH	43123		614-875-7770  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.879726	-83.045298	1/10/19	115301	2019-01-17 00:33:46 UTC	P			5/1/15					TESLA	US				Public		public		
ELEC	Courtyard Marriott - Tesla Destination	1 Riverfront Plaza		Hamilton	OH	45011		513-896-6200  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.401878	-84.563239	1/10/19	115302	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Motel 6 - Sandusky - Tesla Destination	601 Rye Beach Rd		Huron	OH	44839		419-433-7829  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.404809	-82.595222	1/10/19	115303	2019-01-17 00:33:46 UTC	P			11/1/15					TESLA	US				Public		public		
ELEC	Inn and Spa - Cedar Falls - Tesla Destination	21190 State Route 374		Logan	OH	43138		740-385-7489  877-798-3752	E		Public	24 hours daily; for Tesla use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.424946	-82.525318	1/10/19	115304	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Brandywine Country Club - Tesla Destination	6904 Salisbury Rd		Maumee	OH	43537		419-865-2393  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						4			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.584902	-83.702737	1/10/19	115305	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Spitzer House Bed & Breakfast - Tesla Destination	504 W Liberty St		Medina	OH	44256		330-952-2129  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.138985	-81.87144	1/10/19	115306	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Holiday Inn Express & Suites - Medina - Tesla Destination	5185 Gateway Dr		Medina	OH	44256		330-722-6006  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.133502	-81.788796	1/10/19	115307	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Holiday Inn Express - Mentor - Tesla Destination	5785 Heisley Rd 		Mentor	OH	44060		440-357-0384  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.713925	-81.298506	1/10/19	115308	2019-01-17 00:33:46 UTC	P			12/1/16					TESLA	US				Public		public		
ELEC	Motel 6 - Tesla Destination	11406 US 250 N		Milan	OH	44846		419-499-8001  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						4			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.329146	-82.6208	1/10/19	115309	2019-01-17 00:33:46 UTC	P			11/1/17					TESLA	US				Public		public		
ELEC	The Barn Inn Bed & Breakfast - Tesla Destination	6838 County Rd 203		Millersburg	OH	44654		330-674-7600  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.57279	-81.869776	1/10/19	115310	2019-01-17 00:33:46 UTC	P			2/1/16					TESLA	US				Public		public		
ELEC	Courtyard Marriott - Tesla Destination	4375 Metro Cir NW		North Canton	OH	44720		330-494-6494  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.863324	-81.429441	1/10/19	115311	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Hilton Garden Inn - Akron - Tesla Destination	5251 Landmark Blvd		North Canton	OH	44720		330-966-4907  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-8	40.911051	-81.429163	1/10/19	115312	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	City of Powell - Tesla Destination	47 Hall St		Powell	OH	43065		614-885-5380  877-798-3752	E		Public	24 hours daily; for Tesla use only 						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	40.157206	-83.077347	1/10/19	115313	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
ELEC	Holiday Inn Express & Suites - Columbus East - Tesla Destination	2806 Taylor Rd Ext		Reynoldsburg	OH	43068		614-861-8888  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.93589	-82.785667	1/10/19	115314	2019-01-17 00:33:46 UTC	P			9/1/17					TESLA	US				Public		public		
ELEC	Glenlaurel Inn - Tesla Destination	14940 Mt Olive Rd		Rockbridge	OH	43149		800-809-7378  877-798-3752	E		Public	24 hours daily; for Tesla use only; see front desk for access						1			Tesla Destination	https://www.tesla.com/destination-charging	200-9	39.52092	-82.56044	1/10/19	115315	2019-01-17 00:33:46 UTC	P			7/1/15					TESLA	US				Public		public		
ELEC	Holiday Inn Express & Suites - Sandusky - Tesla Destination	1515 Cedar Point Dr		Sandusky	OH	44870		419-624-1515  877-798-3752	E		Public	24 hours daily; for Tesla use only; for customer use only; see front desk for access						2			Tesla Destination	https://www.tesla.com/destination-charging	GPS	41.4428797	-82.68145536	1/10/19	115316	2019-01-17 00:33:46 UTC	P			11/1/18					TESLA	US				Public		public		
